timestamp,open,high,low,close,volume
2025-07-06 06:00:00,107941.8,108180.0,107916.5,108072.9,1467.141
2025-07-06 07:00:00,108072.9,108149.6,107991.3,107991.3,816.175
2025-07-06 08:00:00,107991.4,108014.8,107912.9,107953.2,1384.353
2025-07-06 09:00:00,107953.2,108022.9,107762.0,107792.1,2834.01
2025-07-06 10:00:00,107792.0,108087.2,107743.4,107936.0,2531.567
2025-07-06 11:00:00,107936.0,108042.2,107903.2,108017.3,847.333
2025-07-06 12:00:00,108017.3,108200.0,107984.7,108193.1,2334.867
2025-07-06 13:00:00,108193.1,109079.1,108140.0,108713.2,13513.183
2025-07-06 14:00:00,108713.2,108997.5,108550.0,108878.1,6418.742
2025-07-06 15:00:00,108878.0,108933.9,108609.1,108856.8,3302.627
2025-07-06 16:00:00,108856.8,108899.7,108646.0,108790.8,2226.624
2025-07-06 17:00:00,108790.8,108917.0,108662.7,108865.1,1869.666
2025-07-06 18:00:00,108865.0,108878.9,108209.6,108424.0,4750.409
2025-07-06 19:00:00,108424.0,108583.0,108244.1,108493.8,2083.319
2025-07-06 20:00:00,108493.8,108798.3,108477.9,108606.1,2119.093
2025-07-06 21:00:00,108606.2,109684.7,108600.0,109161.8,10744.631
2025-07-06 22:00:00,109161.8,109486.4,109148.3,109184.8,3983.93
2025-07-06 23:00:00,109184.7,109240.0,108921.9,109145.8,3147.8
2025-07-07 00:00:00,109145.8,109239.0,108742.0,108778.6,3490.173
2025-07-07 01:00:00,108778.7,109050.0,108622.6,108966.0,3298.475
2025-07-07 02:00:00,108966.1,109476.8,108966.0,109308.1,5314.328
2025-07-07 03:00:00,109308.1,109667.3,109308.1,109348.9,3539.63
2025-07-07 04:00:00,109349.0,109409.7,109063.2,109063.2,2501.158
2025-07-07 05:00:00,109063.2,109160.0,108968.0,109027.8,2501.879
2025-07-07 06:00:00,109027.8,109125.0,108714.0,108733.1,3142.875
2025-07-07 07:00:00,108733.1,109016.3,108611.0,109016.3,3358.598
2025-07-07 08:00:00,109016.3,109041.2,108801.0,108961.4,2696.137
2025-07-07 09:00:00,108961.3,108961.4,108700.1,108797.3,2432.236
2025-07-07 10:00:00,108797.3,108859.8,108620.3,108635.3,3860.815
2025-07-07 11:00:00,108635.4,108773.3,108525.0,108599.9,3015.117
2025-07-07 12:00:00,108599.8,108599.9,108265.1,108300.3,6081.157
2025-07-07 13:00:00,108300.3,108537.9,107963.3,108478.6,11302.471
2025-07-07 14:00:00,108478.6,108612.2,107903.2,108158.1,8249.864
2025-07-07 15:00:00,108158.5,108574.7,108158.5,108249.0,4729.103
2025-07-07 16:00:00,108248.9,108460.8,107820.0,107932.6,8738.963
2025-07-07 17:00:00,107932.6,108312.5,107750.0,107900.0,7487.276
2025-07-07 18:00:00,107900.0,108064.5,107456.0,107976.1,7801.14
2025-07-07 19:00:00,107976.1,108265.0,107949.0,107999.9,4529.387
2025-07-07 20:00:00,107999.9,108100.0,107805.6,107815.7,2709.364
2025-07-07 21:00:00,107815.8,108164.8,107728.5,108116.2,2527.427
2025-07-07 22:00:00,108116.1,108135.1,107913.2,107965.9,1330.08
2025-07-07 23:00:00,107965.8,108250.1,107965.8,108203.9,1759.925
2025-07-08 00:00:00,108203.9,108475.0,108136.1,108240.2,4053.631
2025-07-08 01:00:00,108240.2,108240.3,107621.4,107650.0,4172.689
2025-07-08 02:00:00,107650.1,107900.3,107400.0,107736.8,7419.834
2025-07-08 03:00:00,107736.7,107971.3,107644.7,107852.6,2338.153
